Country,Destination,Description,Rank,Architecture,Nature,Shopping,Fishing,Hiking,Outdoor Recreation,Adventure,Beaches,Camping,Caves,Museums,National Parks,Art,Desert,Coral reef,Skiing,Snowboarding,Winter sports,Wildlife,Penguin,Glacier,Ecotourism,Snorkeling,Koala,Surfing,Nature reserve,Volcano,Sailing,Scuba diving,Theaters,Elephant,Safari,Jaguar,Casinos,Kitesurfing,Windsurfing,Birdwatching,Rainforest,Nightlife,Whale watching,Reindeer,Gorilla,Kayaking,Polar bear,Hot spring,Tiger,Yoga,Orangutan,Golf,Rafting,Autumn leaf color,Dolphin,Wine tasting,Climbing,Paragliding,Bungee jumping,Whale shark,Alpine skiing,Historic site
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",6,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",13,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",15,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",11,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",6,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",15,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",14,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",6,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",9,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",6,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",5,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",6,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",11,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",7,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",14,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",6,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",14,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",11,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",7,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",6,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",12,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",8,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",8,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",14,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",12,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",6,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",11,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Faroe Islands,Kirkjubøur,"Kirkjubøur is the southernmost village on Streymoy, Faroe Islands. The village is located on the south-west coast of Streymoy and has a view towards the islands Hestur and Koltur towards west and to Sandoy towards south.
This is the site of the country's most important historical site with the ruins of the Magnus Cathedral from around 1300, the Saint Olav's Church, from 12th century and the old farmhouse Kirkjubøargarður from 11th century. In 1832, a runestone was found near the Magnus Cathedral in Kirkjubøur. The stone which is referred to as the Kirkjubøur stone dates back to the Viking Age.
The little islet just of the coast, Kirkjubøhólmur contains an eiderduck colony. To the village belongs the islet Trøllhøvdi, just 100 m of the northern tip of Sandoy 9 km away from Kirkjubø, it was given as payment to the villagers as it was their duty to ferry people across to Sandoy in medieval times.Read more Wikipedia",13,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
