Country,Destination,Month,Popularity,MinTemp,MaxTemp,Precipitation
Iceland,Súðavík,January,2,,,
Iceland,Súðavík,February,1.5,,,
Iceland,Súðavík,March,1.5,,,
Iceland,Súðavík,April,1.5,,,
Iceland,Súðavík,May,2,,,
Iceland,Súðavík,June,2.5,,,
Iceland,Eskifjörður,July,2, 7°,11°,33%
Iceland,Eskifjörður,August,2.5, 8°,12°,34%
Iceland,Eskifjörður,September,3, 6°,10°,42%
Iceland,Eskifjörður,October,2.5, 3°,7°,50%
Iceland,Eskifjörður,November,2.5, 1°,5°,53%
Iceland,Eskifjörður,December,2, -1°,4°,51%
Iceland,Eskifjörður,January,2, -1°,4°,52%
Iceland,Eskifjörður,February,2, -1°,4°,46%
Iceland,Eskifjörður,March,2, -1°,4°,44%
Iceland,Eskifjörður,April,1.5, 0°,5°,38%
Iceland,Eskifjörður,May,2, 2°,7°,34%
Iceland,Eskifjörður,June,2, 5°,9°,29%
Iceland,Neskaupstadur,July,2.5, 6°,10°,33%
Iceland,Neskaupstadur,August,2.5, 7°,11°,34%
Iceland,Neskaupstadur,September,3, 5°,9°,42%
Iceland,Neskaupstadur,October,2.5, 2°,6°,50%
Iceland,Neskaupstadur,November,2.5, 0°,4°,53%
Iceland,Neskaupstadur,December,2, -2°,3°,51%
Iceland,Neskaupstadur,January,2, -2°,3°,52%
Iceland,Neskaupstadur,February,2, -2°,3°,46%
Iceland,Neskaupstadur,March,2, -2°,3°,44%
Iceland,Neskaupstadur,April,1.5, -1°,4°,38%
Iceland,Neskaupstadur,May,1.5, 1°,6°,34%
Iceland,Neskaupstadur,June,2, 4°,8°,29%
Iceland,Bolungarvík,July,2.5,,,
Iceland,Bolungarvík,August,2.5,,,
Iceland,Bolungarvík,September,3,,,
Iceland,Bolungarvík,October,2.5,,,
Iceland,Bolungarvík,November,2.5,,,
Iceland,Bolungarvík,December,2,,,
Iceland,Bolungarvík,January,2,,,
Iceland,Bolungarvík,February,2,,,
Iceland,Bolungarvík,March,1.5,,,
Iceland,Bolungarvík,April,1.5,,,
Iceland,Bolungarvík,May,2,,,
Iceland,Bolungarvík,June,2,,,
Iceland,Bakkagerði,July,, 7°,11°,33%
Iceland,Bakkagerði,August,, 8°,12°,34%
Iceland,Bakkagerði,September,, 6°,10°,42%
Iceland,Bakkagerði,October,, 3°,7°,50%
Iceland,Bakkagerði,November,, 1°,5°,53%
Iceland,Bakkagerði,December,, -1°,4°,51%
Iceland,Bakkagerði,January,, -1°,4°,52%
Iceland,Bakkagerði,February,, -1°,4°,46%
Iceland,Bakkagerði,March,, -1°,4°,44%
Iceland,Bakkagerði,April,, 0°,5°,38%
Iceland,Bakkagerði,May,, 2°,7°,34%
Iceland,Bakkagerði,June,, 5°,9°,29%
Iceland,Breiðdalsvík,July,2, 7°,12°,30%
Iceland,Breiðdalsvík,August,2, 7°,12°,34%
Iceland,Breiðdalsvík,September,3, 5°,10°,37%
Iceland,Breiðdalsvík,October,2.5, 2°,7°,43%
Iceland,Breiðdalsvík,November,2.5, -1°,4°,38%
Iceland,Breiðdalsvík,December,2, -2°,3°,39%
Iceland,Breiðdalsvík,January,2, -3°,3°,41%
Iceland,Breiðdalsvík,February,2, -2°,3°,42%
Iceland,Breiðdalsvík,March,2, -2°,3°,37%
Iceland,Breiðdalsvík,April,2, 0°,5°,29%
Iceland,Breiðdalsvík,May,2, 2°,8°,26%
Iceland,Breiðdalsvík,June,2, 5°,10°,25%
Iceland,Fljótsdalshérað,July,, 7°,15°,33%
Iceland,Fljótsdalshérað,August,, 7°,14°,34%
Iceland,Fljótsdalshérað,September,, 4°,11°,42%
Iceland,Fljótsdalshérað,October,, 1°,6°,50%
Iceland,Fljótsdalshérað,November,, -2°,3°,53%
Iceland,Fljótsdalshérað,December,, -4°,2°,51%
Iceland,Fljótsdalshérað,January,, -5°,2°,52%
Iceland,Fljótsdalshérað,February,, -4°,2°,46%
Iceland,Fljótsdalshérað,March,, -4°,3°,44%
Iceland,Fljótsdalshérað,April,, -2°,5°,38%
Iceland,Fljótsdalshérað,May,, 2°,9°,34%
Iceland,Fljótsdalshérað,June,, 5°,13°,29%
Iceland,Bláskógabyggð,July,2,,,
Iceland,Bláskógabyggð,August,2,,,
Iceland,Bláskógabyggð,September,3,,,
Iceland,Bláskógabyggð,October,3,,,
Iceland,Bláskógabyggð,November,2.5,,,
Iceland,Bláskógabyggð,December,2,,,
Iceland,Bláskógabyggð,January,2,,,
Iceland,Bláskógabyggð,February,2,,,
Iceland,Bláskógabyggð,March,2,,,
Iceland,Bláskógabyggð,April,2,,,
Iceland,Bláskógabyggð,May,2,,,
Iceland,Bláskógabyggð,June,2,,,
Iceland,Kópavogur,July,2, 9°,14°,32%
Iceland,Kópavogur,August,2, 8°,14°,38%
Iceland,Kópavogur,September,3, 6°,11°,45%
Iceland,Kópavogur,October,2.5, 2°,7°,43%
Iceland,Kópavogur,November,2.5, -1°,4°,43%
Iceland,Kópavogur,December,2.5, -2°,3°,46%
Iceland,Kópavogur,January,2, -3°,3°,44%
Iceland,Kópavogur,February,2, -2°,3°,49%
Iceland,Kópavogur,March,2, -2°,4°,46%
Iceland,Kópavogur,April,2, 1°,6°,38%
Iceland,Kópavogur,May,2, 4°,10°,32%
Iceland,Kópavogur,June,2, 7°,12°,31%
Iceland,Hafnarfjordur,July,2.5, 9°,14°,32%
Iceland,Hafnarfjordur,August,2, 8°,14°,38%
Iceland,Hafnarfjordur,September,3, 6°,11°,45%
Iceland,Hafnarfjordur,October,2.5, 2°,7°,43%
Iceland,Hafnarfjordur,November,2.5, -1°,4°,43%
Iceland,Hafnarfjordur,December,2, -2°,3°,46%
Iceland,Hafnarfjordur,January,2, -3°,3°,44%
Iceland,Hafnarfjordur,February,2, -2°,3°,49%
Iceland,Hafnarfjordur,March,2, -2°,4°,46%
Iceland,Hafnarfjordur,April,2, 1°,6°,38%
Iceland,Hafnarfjordur,May,2, 4°,10°,32%
Iceland,Hafnarfjordur,June,2, 7°,12°,31%
Iceland,Vestmannaeyjabær,July,, 10°,13°,42%
Iceland,Vestmannaeyjabær,August,, 10°,13°,50%
Iceland,Vestmannaeyjabær,September,, 8°,11°,54%
Iceland,Vestmannaeyjabær,October,, 4°,8°,56%
Iceland,Vestmannaeyjabær,November,, 2°,6°,53%
Iceland,Vestmannaeyjabær,December,, 1°,4°,59%
Iceland,Vestmannaeyjabær,January,, 1°,5°,59%
Iceland,Vestmannaeyjabær,February,, 1°,5°,62%
Iceland,Vestmannaeyjabær,March,, 1°,5°,56%
Iceland,Vestmannaeyjabær,April,, 3°,7°,48%
Iceland,Vestmannaeyjabær,May,, 5°,9°,45%
Iceland,Vestmannaeyjabær,June,, 8°,11°,40%
Iceland,Fáskrúðsfjörður,July,2.5, 6°,11°,30%
Iceland,Fáskrúðsfjörður,August,2.5, 6°,11°,34%
Iceland,Fáskrúðsfjörður,September,3, 4°,9°,37%
Iceland,Fáskrúðsfjörður,October,2.5, 1°,6°,43%
Iceland,Fáskrúðsfjörður,November,2.5, -2°,4°,38%
Iceland,Fáskrúðsfjörður,December,2, -3°,3°,39%
Iceland,Fáskrúðsfjörður,January,2, -3°,2°,41%
Iceland,Fáskrúðsfjörður,February,2, -3°,2°,42%
Iceland,Fáskrúðsfjörður,March,2, -3°,3°,37%
Iceland,Fáskrúðsfjörður,April,1.5, -1°,5°,29%
Iceland,Fáskrúðsfjörður,May,2, 2°,7°,26%
Iceland,Fáskrúðsfjörður,June,2, 4°,10°,25%
Iceland,Ólafsfjörður,July,2,,,
Iceland,Ólafsfjörður,August,2,,,
Iceland,Ólafsfjörður,September,3,,,
Iceland,Ólafsfjörður,October,2.5,,,
Iceland,Ólafsfjörður,November,2.5,,,
Iceland,Ólafsfjörður,December,2,,,
Iceland,Ólafsfjörður,January,2,,,
Iceland,Ólafsfjörður,February,2,,,
Iceland,Ólafsfjörður,March,2,,,
Iceland,Ólafsfjörður,April,2,,,
Iceland,Ólafsfjörður,May,2,,,
Iceland,Ólafsfjörður,June,2,,,
Iceland,Dalvik,July,2,,,
Iceland,Dalvik,August,2,,,
Iceland,Dalvik,September,3,,,
Iceland,Dalvik,October,2.5,,,
Iceland,Dalvik,November,2.5,,,
Iceland,Dalvik,December,2,,,
Iceland,Dalvik,January,2,,,
Iceland,Dalvik,February,2,,,
Iceland,Dalvik,March,2,,,
Iceland,Dalvik,April,2,,,
Iceland,Dalvik,May,2,,,
Iceland,Dalvik,June,2,,,
Iceland,Njardvik,July,, 9°,14°,37%
Iceland,Njardvik,August,, 9°,14°,48%
Iceland,Njardvik,September,, 6°,11°,48%
Iceland,Njardvik,October,, 3°,8°,49%
Iceland,Njardvik,November,, 0°,5°,54%
Iceland,Njardvik,December,, -1°,4°,59%
Iceland,Njardvik,January,, -2°,4°,55%
Iceland,Njardvik,February,, -2°,4°,61%
Iceland,Njardvik,March,, -1°,4°,57%
Iceland,Njardvik,April,, 1°,7°,45%
Iceland,Njardvik,May,, 4°,10°,40%
Iceland,Njardvik,June,, 7°,13°,37%
Iceland,Fjarðabyggð,July,, 7°,15°,33%
Iceland,Fjarðabyggð,August,, 7°,14°,34%
Iceland,Fjarðabyggð,September,, 4°,11°,42%
Iceland,Fjarðabyggð,October,, 1°,6°,50%
Iceland,Fjarðabyggð,November,, -2°,3°,53%
Iceland,Fjarðabyggð,December,, -4°,2°,51%
Iceland,Fjarðabyggð,January,, -5°,2°,52%
Iceland,Fjarðabyggð,February,, -4°,2°,46%
Iceland,Fjarðabyggð,March,, -4°,3°,44%
Iceland,Fjarðabyggð,April,, -2°,5°,38%
Iceland,Fjarðabyggð,May,, 2°,9°,34%
Iceland,Fjarðabyggð,June,, 5°,13°,29%
Iceland,Hólar,July,3,,,
Iceland,Hólar,August,3,,,
Iceland,Hólar,September,3,,,
Iceland,Hólar,October,2.5,,,
Iceland,Hólar,November,2,,,
Iceland,Hólar,December,2,,,
Iceland,Hólar,January,1.5,,,
Iceland,Hólar,February,1.5,,,
Iceland,Hólar,March,1.5,,,
Iceland,Hólar,April,1.5,,,
Iceland,Hólar,May,1.5,,,
Iceland,Hólar,June,2,,,
Iceland,Þingvallavatn,July,, 8°,14°,32%
Iceland,Þingvallavatn,August,, 8°,14°,38%
Iceland,Þingvallavatn,September,, 5°,11°,45%
Iceland,Þingvallavatn,October,, 1°,7°,43%
Iceland,Þingvallavatn,November,, -2°,4°,43%
Iceland,Þingvallavatn,December,, -4°,2°,46%
Iceland,Þingvallavatn,January,, -4°,2°,44%
Iceland,Þingvallavatn,February,, -3°,2°,49%
Iceland,Þingvallavatn,March,, -3°,3°,46%
Iceland,Þingvallavatn,April,, 0°,6°,38%
Iceland,Þingvallavatn,May,, 3°,10°,32%
Iceland,Þingvallavatn,June,, 6°,12°,31%
Iceland,Mosfellsbær,July,2, 10°,15°,32%
Iceland,Mosfellsbær,August,2, 9°,14°,38%
Iceland,Mosfellsbær,September,3, 7°,11°,45%
Iceland,Mosfellsbær,October,3, 3°,7°,43%
Iceland,Mosfellsbær,November,2.5, 1°,5°,43%
Iceland,Mosfellsbær,December,2.5, -1°,3°,46%
Iceland,Mosfellsbær,January,2, -1°,3°,44%
Iceland,Mosfellsbær,February,2, -1°,4°,49%
Iceland,Mosfellsbær,March,2, -1°,4°,46%
Iceland,Mosfellsbær,April,2, 2°,7°,38%
Iceland,Mosfellsbær,May,2, 4°,10°,32%
Iceland,Mosfellsbær,June,2, 8°,13°,31%
Iceland,Breiðdalshreppur,July,, 7°,12°,30%
Iceland,Breiðdalshreppur,August,, 7°,12°,34%
Iceland,Breiðdalshreppur,September,, 5°,10°,37%
Iceland,Breiðdalshreppur,October,, 2°,7°,43%
Iceland,Breiðdalshreppur,November,, -1°,4°,38%
Iceland,Breiðdalshreppur,December,, -2°,3°,39%
Iceland,Breiðdalshreppur,January,, -3°,3°,41%
Iceland,Breiðdalshreppur,February,, -2°,3°,42%
Iceland,Breiðdalshreppur,March,, -2°,3°,37%
Iceland,Breiðdalshreppur,April,, 0°,5°,29%
Iceland,Breiðdalshreppur,May,, 2°,8°,26%
Iceland,Breiðdalshreppur,June,, 5°,10°,25%
Iceland,Vogar,July,, 9°,14°,37%
Iceland,Vogar,August,, 9°,14°,48%
Iceland,Vogar,September,, 6°,11°,48%
Iceland,Vogar,October,, 3°,8°,49%
Iceland,Vogar,November,, 0°,5°,54%
Iceland,Vogar,December,, -1°,4°,59%
Iceland,Vogar,January,, -2°,4°,55%
Iceland,Vogar,February,, -2°,4°,61%
Iceland,Vogar,March,, -1°,4°,57%
Iceland,Vogar,April,, 1°,7°,45%
Iceland,Vogar,May,, 4°,10°,40%
Iceland,Vogar,June,, 7°,13°,37%
Iceland,Bifröst,July,2.5,,,
Iceland,Bifröst,August,2,,,
Iceland,Bifröst,September,3,,,
Iceland,Bifröst,October,2.5,,,
Iceland,Bifröst,November,2.5,,,
Iceland,Bifröst,December,2,,,
Iceland,Bifröst,January,2,,,
Iceland,Bifröst,February,2,,,
Iceland,Bifröst,March,2,,,
Iceland,Bifröst,April,2,,,
Iceland,Bifröst,May,2,,,
Iceland,Bifröst,June,2,,,
Iceland,Reykjanesfólkvangur,July,, 8°,14°,32%
Iceland,Reykjanesfólkvangur,August,, 8°,13°,38%
Iceland,Reykjanesfólkvangur,September,, 5°,10°,45%
Iceland,Reykjanesfólkvangur,October,, 2°,6°,43%
Iceland,Reykjanesfólkvangur,November,, -1°,4°,43%
Iceland,Reykjanesfólkvangur,December,, -3°,2°,46%
Iceland,Reykjanesfólkvangur,January,, -2°,2°,44%
Iceland,Reykjanesfólkvangur,February,, -2°,2°,49%
Iceland,Reykjanesfólkvangur,March,, -2°,3°,46%
Iceland,Reykjanesfólkvangur,April,, 1°,6°,38%
Iceland,Reykjanesfólkvangur,May,, 3°,9°,32%
Iceland,Reykjanesfólkvangur,June,, 7°,12°,31%
Iceland,Ásólfsskáli,July,, 10°,13°,42%
Iceland,Ásólfsskáli,August,, 10°,13°,50%
Iceland,Ásólfsskáli,September,, 8°,11°,54%
Iceland,Ásólfsskáli,October,, 4°,8°,56%
Iceland,Ásólfsskáli,November,, 2°,6°,53%
Iceland,Ásólfsskáli,December,, 1°,4°,59%
Iceland,Ásólfsskáli,January,, 1°,5°,59%
Iceland,Ásólfsskáli,February,, 1°,5°,62%
Iceland,Ásólfsskáli,March,, 1°,5°,56%
Iceland,Ásólfsskáli,April,, 3°,7°,48%
Iceland,Ásólfsskáli,May,, 5°,9°,45%
Iceland,Ásólfsskáli,June,, 8°,11°,40%
Norway,Olden,July,2.5, 12°,22°,41%
Norway,Olden,August,2, 11°,20°,43%
Norway,Olden,September,3, 9°,17°,53%
Norway,Olden,October,2.5, 4°,11°,47%
Norway,Olden,November,2.5, 1°,7°,46%
Norway,Olden,December,2, -1°,4°,50%
Norway,Olden,January,2, -2°,3°,44%
Norway,Olden,February,2, -2°,5°,41%
Norway,Olden,March,2, -1°,8°,35%
Norway,Olden,April,2, 2°,13°,31%
Norway,Olden,May,2, 6°,17°,28%
Norway,Olden,June,2, 9°,20°,35%
Norway,Jostedalsbreen National Park,July,2.5,,,
Norway,Jostedalsbreen National Park,August,2.5,,,
Norway,Jostedalsbreen National Park,September,3,,,
Norway,Jostedalsbreen National Park,October,2.5,,,
Norway,Jostedalsbreen National Park,November,2.5,,,
Norway,Jostedalsbreen National Park,December,2,,,
Norway,Jostedalsbreen National Park,January,2,,,
Norway,Jostedalsbreen National Park,February,2,,,
Norway,Jostedalsbreen National Park,March,1.5,,,
Norway,Jostedalsbreen National Park,April,1.5,,,
Norway,Jostedalsbreen National Park,May,2,,,
Norway,Jostedalsbreen National Park,June,2,,,
Norway,Fjærland,July,, 10°,21°,39%
Norway,Fjærland,August,, 9°,19°,44%
Norway,Fjærland,September,, 7°,15°,53%
Norway,Fjærland,October,, 2°,9°,52%
Norway,Fjærland,November,, -1°,4°,52%
Norway,Fjærland,December,, -4°,1°,56%
Norway,Fjærland,January,, -6°,0°,53%
Norway,Fjærland,February,, -6°,1°,47%
Norway,Fjærland,March,, -3°,5°,42%
Norway,Fjærland,April,, 0°,10°,34%
Norway,Fjærland,May,, 4°,15°,32%
Norway,Fjærland,June,, 7°,19°,35%
Norway,Stryn Municipality,July,3.5, 12°,22°,49%
Norway,Stryn Municipality,August,3, 11°,20°,50%
Norway,Stryn Municipality,September,2.5, 9°,17°,59%
Norway,Stryn Municipality,October,2, 4°,11°,55%
Norway,Stryn Municipality,November,1.5, 1°,7°,55%
Norway,Stryn Municipality,December,1.5, -1°,4°,60%
Norway,Stryn Municipality,January,1.5, -2°,3°,54%
Norway,Stryn Municipality,February,1.5, -2°,5°,51%
Norway,Stryn Municipality,March,1.5, -1°,8°,48%
Norway,Stryn Municipality,April,1.5, 2°,13°,40%
Norway,Stryn Municipality,May,2, 6°,17°,36%
Norway,Stryn Municipality,June,3, 9°,20°,43%
Norway,Sognefjord,July,, 14°,20°,38%
Norway,Sognefjord,August,, 13°,18°,39%
Norway,Sognefjord,September,, 10°,15°,47%
Norway,Sognefjord,October,, 6°,10°,45%
Norway,Sognefjord,November,, 3°,6°,44%
Norway,Sognefjord,December,, 1°,4°,47%
Norway,Sognefjord,January,, 0°,3°,43%
Norway,Sognefjord,February,, 0°,3°,38%
Norway,Sognefjord,March,, 1°,6°,35%
Norway,Sognefjord,April,, 4°,10°,27%
Norway,Sognefjord,May,, 8°,15°,26%
Norway,Sognefjord,June,, 11°,18°,32%
Norway,Bergen,July,4, 12°,18°,48%
Norway,Bergen,August,4, 12°,18°,53%
Norway,Bergen,September,2, 9°,14°,57%
Norway,Bergen,October,1.5, 6°,11°,62%
Norway,Bergen,November,1.5, 3°,7°,60%
Norway,Bergen,December,1.5, 1°,5°,63%
Norway,Bergen,January,1.5, 0°,4°,60%
Norway,Bergen,February,1.5, 0°,4°,58%
Norway,Bergen,March,1.5, 1°,6°,54%
Norway,Bergen,April,1.5, 3°,9°,45%
Norway,Bergen,May,2.5, 7°,14°,41%
Norway,Bergen,June,3.5, 10°,17°,42%
Norway,Geiranger,July,4, 12°,19°,35%
Norway,Geiranger,August,4, 11°,18°,36%
Norway,Geiranger,September,2.5, 8°,15°,44%
Norway,Geiranger,October,1.5, 5°,11°,40%
Norway,Geiranger,November,1.5, 2°,7°,38%
Norway,Geiranger,December,1.5, -1°,4°,44%
Norway,Geiranger,January,1.5, -1°,4°,38%
Norway,Geiranger,February,1.5, -1°,4°,35%
Norway,Geiranger,March,1.5, 1°,6°,32%
Norway,Geiranger,April,1.5, 3°,10°,28%
Norway,Geiranger,May,2, 6°,15°,26%
Norway,Geiranger,June,4, 9°,17°,32%
Norway,Geirangerfjord,July,, 12°,19°,35%
Norway,Geirangerfjord,August,, 11°,18°,36%
Norway,Geirangerfjord,September,, 8°,15°,44%
Norway,Geirangerfjord,October,, 5°,11°,40%
Norway,Geirangerfjord,November,, 2°,7°,38%
Norway,Geirangerfjord,December,, -1°,4°,44%
Norway,Geirangerfjord,January,, -1°,4°,38%
Norway,Geirangerfjord,February,, -1°,4°,35%
Norway,Geirangerfjord,March,, 1°,6°,32%
Norway,Geirangerfjord,April,, 3°,10°,28%
Norway,Geirangerfjord,May,, 6°,15°,26%
Norway,Geirangerfjord,June,, 9°,17°,32%
Norway,Folgefonna National Park,July,2,,,
Norway,Folgefonna National Park,August,2.5,,,
Norway,Folgefonna National Park,September,3,,,
Norway,Folgefonna National Park,October,3,,,
Norway,Folgefonna National Park,November,2,,,
Norway,Folgefonna National Park,December,2,,,
Norway,Folgefonna National Park,January,2,,,
Norway,Folgefonna National Park,February,1.5,,,
Norway,Folgefonna National Park,March,1.5,,,
Norway,Folgefonna National Park,April,2,,,
Norway,Folgefonna National Park,May,2,,,
Norway,Folgefonna National Park,June,2,,,
Norway,Loen,July,3, 12°,22°,49%
Norway,Loen,August,2.5, 11°,20°,50%
Norway,Loen,September,3, 9°,17°,59%
Norway,Loen,October,2.5, 4°,11°,55%
Norway,Loen,November,2, 1°,7°,55%
Norway,Loen,December,1.5, -1°,4°,60%
Norway,Loen,January,1.5, -2°,3°,54%
Norway,Loen,February,1.5, -2°,5°,51%
Norway,Loen,March,1.5, -1°,8°,48%
Norway,Loen,April,1.5, 2°,13°,40%
Norway,Loen,May,2, 6°,17°,36%
Norway,Loen,June,2.5, 9°,20°,43%
Norway,Voss Municipality,July,3.5, 11°,21°,45%
Norway,Voss Municipality,August,3.5, 9°,18°,48%
Norway,Voss Municipality,September,2, 7°,14°,56%
Norway,Voss Municipality,October,1.5, 2°,8°,56%
Norway,Voss Municipality,November,1.5, -2°,3°,58%
Norway,Voss Municipality,December,1.5, -5°,0°,59%
Norway,Voss Municipality,January,1.5, -7°,-1°,56%
Norway,Voss Municipality,February,2, -6°,0°,49%
Norway,Voss Municipality,March,2, -4°,4°,48%
Norway,Voss Municipality,April,1.5, 0°,10°,39%
Norway,Voss Municipality,May,1.5, 3°,15°,37%
Norway,Voss Municipality,June,3, 7°,18°,40%
Norway,Hardangerfjord,July,3.5, 13°,21°,44%
Norway,Hardangerfjord,August,3, 12°,19°,47%
Norway,Hardangerfjord,September,2.5, 10°,16°,51%
Norway,Hardangerfjord,October,2, 6°,11°,54%
Norway,Hardangerfjord,November,1.5, 3°,7°,52%
Norway,Hardangerfjord,December,1.5, 1°,4°,57%
Norway,Hardangerfjord,January,1.5, 0°,3°,55%
Norway,Hardangerfjord,February,1.5, 0°,4°,50%
Norway,Hardangerfjord,March,1.5, 1°,6°,45%
Norway,Hardangerfjord,April,1.5, 4°,11°,40%
Norway,Hardangerfjord,May,2.5, 7°,16°,37%
Norway,Hardangerfjord,June,2.5, 11°,19°,38%
Norway,Odda Municipality,July,3, 13°,21°,50%
Norway,Odda Municipality,August,3, 12°,19°,50%
Norway,Odda Municipality,September,3, 10°,16°,57%
Norway,Odda Municipality,October,2.5, 6°,11°,56%
Norway,Odda Municipality,November,2, 3°,7°,55%
Norway,Odda Municipality,December,2, 1°,4°,56%
Norway,Odda Municipality,January,1.5, 0°,3°,55%
Norway,Odda Municipality,February,1.5, 0°,4°,49%
Norway,Odda Municipality,March,1.5, 1°,6°,47%
Norway,Odda Municipality,April,1.5, 4°,11°,39%
Norway,Odda Municipality,May,2, 7°,16°,41%
Norway,Odda Municipality,June,2.5, 11°,19°,44%
Norway,Luster Municipality,July,3.5, 4°,10°,45%
Norway,Luster Municipality,August,3.5, 4°,9°,51%
Norway,Luster Municipality,September,2.5, 0°,5°,62%
Norway,Luster Municipality,October,2, -5°,0°,53%
Norway,Luster Municipality,November,1.5, -9°,-4°,54%
Norway,Luster Municipality,December,1.5, -13°,-6°,55%
Norway,Luster Municipality,January,1.5, -14°,-8°,49%
Norway,Luster Municipality,February,1.5, -13°,-7°,41%
Norway,Luster Municipality,March,1.5, -12°,-5°,37%
Norway,Luster Municipality,April,1.5, -9°,-1°,35%
Norway,Luster Municipality,May,2, -3°,3°,33%
Norway,Luster Municipality,June,2.5, 1°,7°,39%
Norway,Flåm,July,4, 13°,22°,33%
Norway,Flåm,August,4, 12°,21°,36%
Norway,Flåm,September,2.5, 10°,17°,39%
Norway,Flåm,October,1.5, 6°,12°,38%
Norway,Flåm,November,1.5, 3°,8°,33%
Norway,Flåm,December,1.5, 0°,5°,35%
Norway,Flåm,January,1.5, -2°,4°,31%
Norway,Flåm,February,1.5, -2°,4°,26%
Norway,Flåm,March,1.5, 0°,8°,24%
Norway,Flåm,April,1.5, 3°,12°,18%
Norway,Flåm,May,2.5, 7°,16°,21%
Norway,Flåm,June,3.5, 10°,20°,24%
Norway,Heidal,July,, 10°,20°,35%
Norway,Heidal,August,, 8°,17°,34%
Norway,Heidal,September,, 5°,14°,17%
Norway,Heidal,October,, 0°,7°,19%
Norway,Heidal,November,, -5°,1°,24%
Norway,Heidal,December,, -9°,-2°,27%
Norway,Heidal,January,, -10°,-3°,29%
Norway,Heidal,February,, -9°,-1°,22%
Norway,Heidal,March,, -6°,3°,19%
Norway,Heidal,April,, -1°,8°,13%
Norway,Heidal,May,, 3°,13°,16%
Norway,Heidal,June,, 6°,17°,22%
Norway,Sogndal Municipality,July,3.5, 13°,22°,34%
Norway,Sogndal Municipality,August,3, 12°,20°,38%
Norway,Sogndal Municipality,September,2.5, 9°,16°,44%
Norway,Sogndal Municipality,October,2, 5°,11°,45%
Norway,Sogndal Municipality,November,1.5, 2°,6°,43%
Norway,Sogndal Municipality,December,1.5, -1°,3°,48%
Norway,Sogndal Municipality,January,1.5, -3°,2°,43%
Norway,Sogndal Municipality,February,1.5, -2°,3°,37%
Norway,Sogndal Municipality,March,1.5, 0°,6°,35%
Norway,Sogndal Municipality,April,1.5, 3°,10°,27%
Norway,Sogndal Municipality,May,2, 7°,16°,27%
Norway,Sogndal Municipality,June,3, 10°,19°,30%
Norway,Lyngen Municipality,July,2.5, 13°,20°,37%
Norway,Lyngen Municipality,August,2, 11°,18°,35%
Norway,Lyngen Municipality,September,2.5, 8°,14°,36%
Norway,Lyngen Municipality,October,2.5, 3°,9°,38%
Norway,Lyngen Municipality,November,2, -2°,4°,33%
Norway,Lyngen Municipality,December,2, -5°,2°,34%
Norway,Lyngen Municipality,January,2, -6°,0°,28%
Norway,Lyngen Municipality,February,2, -6°,1°,23%
Norway,Lyngen Municipality,March,2, -4°,4°,42%
Norway,Lyngen Municipality,April,2, 1°,8°,32%
Norway,Lyngen Municipality,May,2, 6°,13°,32%
Norway,Lyngen Municipality,June,2, 10°,17°,37%
Norway,Geilo,July,2.5, 7°,18°,35%
Norway,Geilo,August,2, 6°,16°,36%
Norway,Geilo,September,2, 3°,12°,37%
Norway,Geilo,October,1.5, -2°,6°,39%
Norway,Geilo,November,1.5, -6°,1°,39%
Norway,Geilo,December,2.5, -10°,-2°,37%
Norway,Geilo,January,2.5, -12°,-4°,37%
Norway,Geilo,February,3, -11°,-2°,30%
Norway,Geilo,March,3, -8°,1°,30%
Norway,Geilo,April,2.5, -4°,5°,26%
Norway,Geilo,May,1.5, 1°,10°,26%
Norway,Geilo,June,1.5, 5°,16°,34%
Norway,Rosendal,July,2.5,,,
Norway,Rosendal,August,2,,,
Norway,Rosendal,September,3,,,
Norway,Rosendal,October,2.5,,,
Norway,Rosendal,November,2.5,,,
Norway,Rosendal,December,2,,,
Norway,Rosendal,January,2,,,
Norway,Rosendal,February,2,,,
Norway,Rosendal,March,2,,,
Norway,Rosendal,April,2,,,
Norway,Rosendal,May,2,,,
Norway,Rosendal,June,2,,,
Norway,Valldalen,July,, 12°,20°,34%
Norway,Valldalen,August,, 11°,19°,37%
Norway,Valldalen,September,, 8°,15°,43%
Norway,Valldalen,October,, 5°,11°,39%
Norway,Valldalen,November,, 2°,7°,39%
Norway,Valldalen,December,, -1°,5°,44%
Norway,Valldalen,January,, -1°,4°,39%
Norway,Valldalen,February,, -1°,4°,36%
Norway,Valldalen,March,, 0°,6°,33%
Norway,Valldalen,April,, 3°,10°,29%
Norway,Valldalen,May,, 6°,15°,25%
Norway,Valldalen,June,, 9°,18°,30%
Norway,Jondal Municipality,July,, 13°,21°,50%
Norway,Jondal Municipality,August,, 12°,19°,50%
Norway,Jondal Municipality,September,, 10°,16°,57%
Norway,Jondal Municipality,October,, 6°,11°,56%
Norway,Jondal Municipality,November,, 3°,7°,55%
Norway,Jondal Municipality,December,, 1°,4°,56%
Norway,Jondal Municipality,January,, 0°,3°,55%
Norway,Jondal Municipality,February,, 0°,4°,49%
Norway,Jondal Municipality,March,, 1°,6°,47%
Norway,Jondal Municipality,April,, 4°,11°,39%
Norway,Jondal Municipality,May,, 7°,16°,41%
Norway,Jondal Municipality,June,, 11°,19°,44%
Norway,Dagali,July,, 13°,17°,35%
Norway,Dagali,August,, 10°,16°,36%
