Country,Destination,Description,Architecture,Nature,Shopping,Fishing,Hiking,Outdoor Recreation,Adventure,Beaches,Camping,Caves,Museums,National Parks,Art,Desert,Coral reef,Skiing,Snowboarding,Winter sports,Wildlife,Penguin,Glacier,Ecotourism,Snorkeling,Koala,Surfing,Nature reserve,Volcano,Sailing,Scuba diving,Theaters,Elephant,Safari,Jaguar,Casinos,Kitesurfing,Windsurfing,Birdwatching,Rainforest,Nightlife,Whale watching,Reindeer,Gorilla,Kayaking,Polar bear,Hot spring,Tiger,Yoga,Orangutan,Golf,Rafting,Autumn leaf color,Dolphin,Wine tasting,Climbing,Paragliding,Bungee jumping,Whale shark,Alpine skiing,Historic site
Malaysia,Deramakot Forest Reserve,"Deramakot Forest Reserve is a natural reserve in Sandakan, Borneo, Malaysia. It spans an area of 55,507 hectares and is in its 5th certification period of good forestry practices, awarded by Forest Stewardship Council, thus becoming the longest certified tropical rainforest in the world. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Kabili-Sepilok Forest Reserve,Conserved rainforest & mangrove area known for its orangutan rehabilitation center.,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Maludam National Park,"Maludam National Park is a national park in Betong Division, Sarawak, Malaysia on the island of Borneo. It is located in the Maludam Peninsula and consists entirely of low-lying, flat peat swamp forest. Such forests cover about 10% of the total land area of Sarawak, but have mostly been exploited for timber and plantation agriculture. The Maludam National Park encompasses the largest single patch of peat swamp forest remaining in Sarawak and Brunei.
The park covers an area of 432 square kilometres and was founded in 2000. It is the second largest park in Sarawak, and there are proposals to extend its area yet further. The Park currently has no facilities and is not open to visitors. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Broga,"Broga is a small town in Semenyih, Hulu Langat District, Selangor, Malaysia. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Tunku Abdul Rahman National Park,"The Tunku Abdul Rahman National Park comprises a group of 5 islands located between 3 and 8 km off Kota Kinabalu in Sabah, Malaysia. The park is spread over 4,929 hectares, two-thirds of which cover the sea. Before the Ice age, it formed part of the Crocker Range mass of sandstone and sedimentary rock on the mainland. However, about one million years ago, the melting ice brought about changes in the sea level and parts of the mainland were cut off by the sea to form the islands of Gaya, Sapi, Manukan, Mamutik and Sulug. Evidence of this can be seen from the exposed sandstone of the coastline forming the cliffs, caves, honeycombs and deep crevices. The park was named after Tunku Abdul Rahman, Malaysia's first Prime Minister.
Jesselton Point Ferry Terminal in downtown Kota Kinabalu is the ferry terminal for those heading to the islands in Tunku Abdul Rahman National Park. This ferry terminal is also the departure point for patrons staying at either Manukan Island Resort, Gayana Resort or Bunga Raya Resort Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Kampung Janda Baik,"Janda Baik is a small village in Bentong, Pahang, Malaysia. Geographically located in the state of Pahang, Malaysia. About 30 km from Kuala Lumpur, capital of Malaysia. A simple Malay kampong or village with a population of approximately 1000 people. Cool breezing tropical climate of 21 °Cto 28 °C. A peaceful village surrounded with untouched natural tropical rain forest at altitude of 400–600m above sea level. Idealistic for retreat from the hectic city life of Kuala Lumpur where temperature reaches 34 °C at its peak in daytime.
Janda Baik was explored in the 1960s where plots of land were given to retiring Special Constable as part of their retirement benefit. In those days, Janda Baik had a very humble start. Life was very simple but full of tranquillity. Most early residents earned their living by agricultural activities- small rubber plantations and paddycultivation mainly because Janda Baik is so blessed with rich natural network of rivers.
Janda Baik started gained its popularity after the late Tan Sri Muhammad Ghazali Shafie survived the Cessna 206 air crash on 10 January 1982 in Janda Baik. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Kukup,"Kukup is a fishing village in south Malaysia’s Johor state. It's known for its seafood restaurants built on stilts over the water. Offshore, to the west, Kukup Island National Park has boardwalks through mangroves, an observation tower and a suspension bridge. To the south, the coastal mangroves and mudflats of Tanjung Piai National Park are home to dusky leaf monkeys, long-tailed macaques and migratory birds.",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Kota Belud,"Kota Belud is the capital of the Kota Belud District in the West Coast Division of Sabah, Malaysia. Its population was estimated to be around 8,392 in 2010. It is roughly at the midpoint of the federal highway connecting the state capital, Kota Kinabalu, and Kudat, near the northern tip of Sabah. The town is considered as the unofficial capital and gateway to the heartland of the West Coast Bajau people.
Kota Belud's population is divided between the Bajau-Sama, Dusun and Illanun peoples. There is a Chinese minority, which consists mainly of Hakkas. It is noted for its open air market, or tamu, which is held every Sunday. Once a year, the tamu is held on a much larger scale. During this time, it is known as the Tamu Besar or Grand Market. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Slim River,"Slim River is a small town in Muallim District, Perak, Malaysia. It is about 100 km from Kuala Lumpur. It is situated in the southern part of Perak and is 20 km north of Tanjung Malim. It is about 100 km from Ipoh. The town is surrounded by many small villages. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Gunung Datuk Recreational Forest,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Kuala Rompin,"Kuala Rompin or Rompin town is the largest town of Rompin District, southeastern Pahang, Malaysia. It is located on the South-East coast of Peninsular Malaysia and faces the South China Sea. It is about 133 km south from Kuantan, the State Capital of Pahang. From Singapore, travellers must travel 215 km north by the coastal road via the city of Johor Bahru and the town of Mersing. From the Malaysian capital of Kuala Lumpur, Kuala Rompin is located east and is about 3½ hours journey by road. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Ba'kelalan,"Ba'kelalan is a group of nine villages at Maligan Highlands of Limbang Division, Sarawak, Malaysia about 3,000 feet above sea level and 4 km from the border with Indonesian Kalimantan and 150 km from the nearest town of Lawas. There are nine villages in Ba'kelalan. The villagers here belong to the Lun Bawang tribe.
The name Ba’Kelalan is derived from the Kelalan River and Ba’ which means wet lands in the Lun Bawang language. Its population was about 1030 in 2003. In the cool mountain climate, temperate fruits such as apples, mandarin oranges and vanilla are grown. The area also produces rice, and mountain salt is obtained from the nearby hills. The people in Ba'Kelalan are Christian, members of the Sidang Injil Borneo.
Tourism has increased in recent years: Ba'kelalan now has a 9-hole natural golf course, and the settlement is also the easiest point of access for visits to Kayan Mentarang National Park in Krayan, Kalimantan. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Tanah Rata,"Tanah Rata is a town located in Cameron Highlands, Pahang, Malaysia. The name ""tanah rata"" means flat ground in Malay and it refers to the relatively flat area on which the town is located amidst this highland region. It has an elevation of 1,440 metres.
It is the largest town in the Cameron Highlands region and contains many facilities and amenities, including the district council, banks and ATMs, the main Police Station of Cameron Highlands and the main hospital in Cameron Highlands. Having a taxi station and a bus station makes it easy to travel to other parts of Cameron Highlands, as well as to Ipoh and to Kuala Lumpur. It also has a good selection of backpacker inns and good-class hotels at various prices. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Tawau,"Tawau formerly known as Tawao, is the capital of the Tawau District in Sabah, Malaysia. It is the third-largest town in Sabah, after Kota Kinabalu and Sandakan. It is located on Semporna Peninsula and the south east coast of the state in the administrative centre of Tawau Division which bordered by the Sulu Sea to the east, the Celebes Sea to the south at Cowie Bay and shares a border with North Kalimantan. The town had an estimated population as of 2010 of 113,809, while the whole municipality area had a population of 397,673.
Before the founding of Tawau, the region around it was the subject of dispute between the British and Dutch spheres of influence. In 1893, the first British merchant vessel sailed into Tawau, marking the opening of the town's sea port. In 1898, the British set up a settlement in Tawau. The British North Borneo Chartered Company accelerated growth of the settlement's population by encouraging the immigration of Chinese. Consequent to the Japanese occupation of North Borneo, the Allied forces bombed the town, in mid-1944, razing it to the ground. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Bukit Kiara,"Bukit Kiara is a densely forested area of Kuala Lumpur, Malaysia. The area is in proximity to the suburbs of Bukit Damansara, TTDI, Mont Kiara, Sri Hartamas and Bangsar. Bukit Kiara has often been described as one of the last remaining 'green lungs' of Kuala Lumpur, boasting many jungle trails, pristine rivers and streams and abundant native wildlife. Despite rapid housing and commercial development in neighbouring Mont Kiara, Bukit Kiara is still known as a natural oasis away from the hustle and bustle of Kuala Lumpur.
Ongoing developments on several tracts of land in Bukit Kiara have met with protests from several non-governmental organisations, citing the ongoing commitment from various government departments and ministers to have the park gazetted. The gazettement would ensure the remaining park would be protected from development for the foreseeable future. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Lahad Datu,"Lahad Datu is the capital of the Lahad Datu District in the Dent Peninsula on Tawau Division of Sabah, Malaysia. Its population was estimated to be around 27,887 in 2010. The town is surrounded by stretches of cocoa and palm oil plantations. It is also an important timber exporting port. The town has an airport for domestic flights. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Endau-Rompin National Park,"Endau-Rompin National Park is a protected tropical rainforest in the southernmost prolongation of the Tenasserim Hills, Malaysia. It is south of the state of Pahang and northeast of Johor covering an area of approximately 870 km², making it the second-largest national park in Peninsular Malaysia after Taman Negara. It has approximately 26 km of trail. It is the second national park proclaimed by the government of Malaysia. Gunung Besar, the second-highest peak in Johor, is in the park.
The park takes its name from the Endau and Rompin rivers that flow through the park. Other rivers that flow through the park are the Segamat, Selai, and Jasin.
During the monsoon season from November till March, the park is closed to the public. Fishing is banned from September till October during mating season. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Kuala Tahan,"Kuala Tahan is a Malaysian village located at the confluence of the Tahan and Tembiling Rivers, in Jerantut constituency in the state of Pahang. Wikipedia",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Tawau Hills National Park,"Spacious jungle park offering hiking trails, waterfalls, hot springs, campsites & varied wildlife.",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Imbak Canyon Conservation Area,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Sukau,Kinabatangan River & Wildlife Sanctuary,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Royal Belum State Park,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Bandar Sunway,"Bandar Sunway is a low-rise industrial area around Sunway Lagoon, a massive entertainment complex with amusement rides, a water park, and a zoo with animal shows. Sunway Pyramid mall is home to international chain retailers and an ice rink, plus fast-food restaurants and global dining outlets. The area’s cozy cafes offer quick bites like sushi, salads, and noodles, as well as ice cream and Western-style pastries.",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Petaling Jaya,"Petaling Jaya is a major Malaysian city originally developed as a satellite township for Kuala Lumpur. It is located in the Petaling District of Selangor with an area of approximately 97.2 square kilometres. Petaling Jaya was granted city status on 20 June 2006.
Petaling Jaya is surrounded by the Malaysian capital, Kuala Lumpur to the east, Sungai Buloh to the north, Shah Alam, the capital of Selangor and Subang Jaya to the west and Bandar Kinrara to the south. Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Subang Jaya,"Subang Jaya is a Municipality located in the Greater Kuala Lumpur Petaling District, Selangor, Malaysia. It comprises the southern third district of Petaling. Consists of neighbourhoods from SS12 to SS19, PJS7/PJS9/PJS11 of Bandar Sunway, UEP Subang Jaya, Putra Heights and Batu Tiga, the municipal is governed by Subang Jaya Municipal Council, which also governs other areas of the Petaling district, such as Puchong and Seri Kembangan. According to the Subang Jaya Municipal Council, Subang Jaya has a population of 642,100 as of the year 2015. Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Puchong,"Puchong is a major town and a parliamentary constituency in the Petaling District, Selangor, Malaysia. Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Bangsar,"Bangsar is an affluent residential suburb on the outskirts of Kuala Lumpur, lying about 4 kilometres south-west of the city centre. It is part of the Lembah Pantai parliamentary constituency. Bangsar is administered by Dewan Bandaraya Kuala Lumpur unlike other townships in the Klang Valley such as Petaling Jaya and Subang Jaya which have their own municipal councils. Neighbourhood residents' associations and business councils play a part in communicating with the local authority but they exercise no legal or administrative power. Malays make up the majority of the population at 61% followed by the Chinese at 24%, Indians at 15%. Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Ampang Jaya,"Ampang Jaya, more commonly known as just Ampang is a town, a mukim and a parliamentary constituency in Hulu Langat District and parts of Gombak District, Selangor, Malaysia. It borders a district within Kuala Lumpur also known as Ampang. It is administered by the Ampang Jaya Municipal Council, which is the formal name of the township itself as well. The member of parliament for Ampang is Zuraida Kamaruddin, who is the current Minister of Housing and Local Government of Malaysia. Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Mont Kiara,"Mont Kiara often stylized as Mont' Kiara, is an affluent township northwest of the city centre of Kuala Lumpur, Malaysia, in the constituency of Segambut. The township consists mainly of residential condominiums and office complexes. It is located in the heart of Klang Valley, roughly halfway between Kepong and downtown Kuala Lumpur and adjacent to Sri Hartamas. Mont Kiara commercial projects include 1 Mont Kiara, Plaza Mont Kiara, Seni Mont Kiara, Solaris Mont Kiara and Solaris Dutamas. Mont Kiara is a 15-minute drive to either Petaling Jaya, Subang Jaya or downtown Kuala Lumpur. Taman Tun Dr. Ismail is a 10-minute drive away using Sprint Expressway. Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Batu Pahat,"Batu Pahat is a town and capital of Batu Pahat District, Johor, Malaysia. It lies south-east of Muar, south-west of Kluang, north-west of Pontian and south of Segamat. The town area is located inside Simpang Kanan parishes.
As of 2009, Batu Pahat town is the 20th largest urban area in Malaysia in terms of population. In 2006, Batu Pahat surpassed Muar to become the second largest urban area in Johor and by 2012, Batu Pahat is the 16th largest urban area in Malaysia in terms of population.. As for the racial demography, Chinese make up the majority of the population at 62% followed by the Malay at 36% and Indians at 2%. Today, a significant number of Batu Pahat residents are Chinese. Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Bukit Indah,"Not to be confused with Bukit Indah, an industrial park on the outskirts of Jakarta, Indonesia. Bukit Indah is also a neighbourhood in Ampang, Selangor, Malaysia.
Bukit Indah is a suburb in Iskandar Puteri, Johor Bahru District, Johor, Malaysia. The township has a population of over 60,000 with over 10,000 houses. Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Cheras,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,"Ampang, Kuala Lumpur","Ampang is a historic town and district of Kuala Lumpur in the Titiwangsa constituency, partly located in the state of Selangor, Malaysia and was historically a tin mining town. Its area in Kuala Lumpur can be identified as being along the Ampang Road and Ampang Hilir. Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Sibu,"Sibu is an inland town at the central region of Sarawak and the capital of Sibu District in Sibu Division, Sarawak, Malaysia. The town is located on the island of Borneo and covers an area of 129.5 square kilometres. It is located at the confluence of the Rajang and Igan Rivers, some 60 kilometres from the South China Sea and approximately 191.5 kilometres north-east of the state capital Kuching. Sibu is mainly populated by people of Chinese descent, mainly from Fuzhou. Other ethnic groups such as Melanau, Malay, and Iban are also present, but unlike other regions of Sarawak, they are not as significant. The town population as of 2010 is 162,676.
Sibu was settled by James Brooke in 1862 when he built a fort in the town to fend off attacks by the indigenous Dayak people. Following this, a small group of Chinese Hokkien people settled around the fort to carry out business activities safely in the town. In 1901, Wong Nai Siong led a large scale migration of 1,118 Foochow Chinese people from Fujian, China into Sibu. This influx of Foochow Chinese people led to Sibu being popularly referred to as ""New Fuzhou"". Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Nilai,"Nilai is a town located between Sepang District and Seremban District, Negeri Sembilan, Malaysia. Due to its proximity, and connection through the KTM to Kuala Lumpur, Putrajaya, and Kuala Lumpur International Airport, it is a rapidly growing town. Development projects can be seen as one drives around Nilai. Some of Malaysia's most well-known colleges and two universities are located in Nilai: Nilai University, INTI International University, Manipal International University, Universiti Sains Islam Malaysia and Islamic University College of Malaysia. As a result, the town is occupied by students from all over the world. Students from over 30 countries can be seen in Nilai.
Nilai has become a popular shopping town with the establishment of several major shopping malls such as Nilai 3 Wholesale Centre, Nilai Square, AEON Mall, Mydin, Giant Hypermarket and Tesco Hypermarket. Then, a new shopping mall was completed and opened on 29 June 2017, which is Mesamall. Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Malaysia,Sri Hartamas,"Sri Hartamas is an affluent residential township in the Segambut constituency of the Federal Territory of Kuala Lumpur, Malaysia. The zip/postal code is 50480 or 51200. Wikipedia",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sri Lanka,Kandy,"Kandy is a large city in central Sri Lanka. It's set on a plateau surrounded by mountains, which are home to tea plantations and biodiverse rainforest. The city's heart is scenic Kandy Lake (Bogambara Lake), which is popular for strolling. Kandy is famed for sacred Buddhist sites, including the Temple of the Tooth (Sri Dalada Maligawa) shrine, celebrated with the grand Esala Perahera annual procession.In the nearby Peradeniya suburb, the Royal Botanic Gardens is known for its orchid collection and massive palm trees. The Ceylon Tea Museum, in a former tea factory, has a library and exhibits that explore Sri Lanka's history as a major exporter of the beverage. Kandy is also a gateway to the Knuckles Mountains, a popular destination for hiking and camping.",yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sri Lanka,Sigiriya,"The ruins of a 5th-century city, anchored by a towering rock fortress accessible by steep stairs.",yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sri Lanka,Dambulla,"Dambulla is a city, situated in the Matale District, Central Province of Sri Lanka, situated 148 km north-east of Colombo,
43 km north of Matale and
72 km north of Kandy. Due to its location at a major junction, it is the centre of vegetable distribution in the country.
Major attractions of the area include the largest and best preserved cave temple complex of Sri Lanka, sigiriya rock fortress located in the division and the Rangiri Dambulla International Stadium, famous for being built in just 167 days. The area also boasts the largest rose quartz mountain range in South Asia, and the Iron wood forest, or Na Uyana Aranya.
Ibbankatuwa prehistoric burial site near Dambulla cave temple complexes is the latest archaeological site of significant historical importance found in Dambulla, which is located within 3 km of the cave temples providing evidence of the presence of indigenous civilisations long before the arrival of Indian influence on the Island nation. Wikipedia",yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sri Lanka,Colombo,"Colombo, the capital of Sri Lanka, has a long history as a port on ancient east-west trade routes, ruled successively by the Portuguese, Dutch and British. That heritage is reflected in its its architecture, mixing colonial buildings with high-rises and shopping malls. The imposing Colombo National Museum, dedicated to Sri Lankan history, borders sprawling Viharamahadevi Park and its giant Buddha.The vibrant, jam-packed Pettah bazaar district's thousands of vendors offer everything from spices and tea to textiles and jewelry. Galle Face Green is an oceanside promenade popular for picnicking and strolling. The city's diverse religious landmarks range from the ornate, red-and-white-striped Jami Ul-Alfar Mosque and the historic Dutch Reformed Wolvendaal Church to the Buddhist Gangaramaya Temple complex. International matches of cricket, Sri Lanka's national passion, are played at Premadasa Stadium. The city is also a major hopping-off point for beaches in the island nation's south.",yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sri Lanka,Anuradhapura,"Anuradhapura is a major city in Sri Lanka. It is the capital city of North Central Province, Sri Lanka and the capital of Anuradhapura District. Anuradhapura is one of the ancient capitals of Sri Lanka, famous for its well-preserved ruins of an ancient Sinhala civilization. It was the third capital of the kingdom of Rajarata, following the kingdoms of Tambapanni and Upatissa Nuwara.
The city, now a World Heritage site, was the centre of Theravada Buddhism for many centuries. The city lies 205 km north of the current capital of Colombo in the North Central Province, on the banks of the historic Malvathu River. It is one of the oldest continuously inhabited cities in the world and one of the eight World Heritage Sites of Sri Lanka. Wikipedia",yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
