Country,WhenToVisit,CountryCode,CountryDescription,WikiURL,Flag,lonelyPlanetURL,Currency,Capital,CallingCode,Region,Timezones,Languages,PlugSocketVoltage
Gibraltar,"Gibraltar has a Mediterranean climate, with hot, dry weather Jun–Aug, the peak travel season. The Three Kings Cavalcade (Jan), is a New Year street parade with decorated floats and military bands. The Gibraltar Music Festival (Sep) features outdoor concerts. Gibraltar National Day (Sep), when the territory is bedecked in red and white, offers a patriotic atmosphere, live music and fireworks. Nov–Mar, with mild weather, is the rainy season.
",gi,"Gibraltar is a British Overseas Territory located at the southern tip of the Iberian Peninsula. It has an area of 6.7 km2 (2.6 sq mi) and is bordered to the north by Spain. The landscape is dominated by the Rock of Gibraltar at the foot of which is a densely populated town area, home to over 32,000 people, primarily Gibraltarians.In 1704, Anglo-Dutch forces captured Gibraltar from Spain during the War of the Spanish Succession on behalf of the Habsburg claim to the Spanish throne. The territory was ceded to Great Britain in perpetuity under the Treaty of Utrecht in 1713. During World War II it was an important base for the Royal Navy as it controlled the entrance and exit to the Mediterranean Sea, the Strait of Gibraltar, which is only 14.3 km (8.9 mi) wide at this naval choke point. It remains strategically important, with half the world's seaborne trade passing through the strait. Today Gibraltar's economy is based largely on tourism, online gambling, financial services and cargo ship refuelling.The sovereignty of Gibraltar is a point of contention in Anglo-Spanish relations because Spain asserts a claim to the territory. Gibraltarians rejected proposals for Spanish sovereignty in a 1967 referendum and, in a 2002 referendum, the idea of shared sovereignty was also rejected.",https://en.wikipedia.org/wiki/Gibraltar,http://mycolumbus.xyz/bot-images/flags/gibraltar.png,https://www.lonelyplanet.com/spain/gibraltar,Gibraltar pound,Gibraltar,350,Europe (Southern Europe),UTC+01:00,English,230 V @ 50 Hz plug G
Serbia,"The climate is characterized by warm summers (Jun–Aug) and cool winters (Dec–Feb). Cities including Belgrade and Novi Sad are popular in spring (Apr–May) and autumn (Sep–Oct), when the weather is mild. Major global acts headline at EXIT (Novi Sad, Jul), a pop, rock and dance music summer festival. The large Belgrade Beer Fest (Aug) draws thousands of enthusiastic drinkers to the banks of the Sava. Ski season in the mountains is Dec–Mar.
",rs,"Serbia, officially the Republic of Serbia (Serbian: Република Србија, romanized: Republika Srbija, pronounced [repǔblika sř̩bija]), is a country situated at the crossroads of Central and Southeast Europe in the southern Pannonian Plain and the central Balkans. It borders Hungary to the north, Romania to the northeast, Bulgaria to the southeast, North Macedonia to the south, Croatia and Bosnia and Herzegovina to the west, and Montenegro to the southwest. The country claims a border with
Albania through the disputed territory of Kosovo. Serbia's population numbers approximately seven million. Its capital, Belgrade, ranks among the longest inhabited and largest citiеs in southeastern Europe.Inhabited since the Paleolithic Age, the territory of modern-day Serbia faced Slavic migrations to the Southeastern Europe in the 6th century, establishing several regional states in the early Middle Ages at times recognised as tributaries to the Byzantine, Frankish and Hungarian kingdoms. The
Serbian Kingdom obtained recognition by the Holy See and Constantinople in 1217, reaching its territorial apex in 1346 as the relatively short-lived Serbian Empire. By the mid-16th century, the entirety of modern-day Serbia was annexed by the Ottomans; their rule was at times interrupted by the Habsburg Empire, which began expanding towards Central Serbia from the end of the 17th century while maintaining a foothold in Vojvodina. In the early 19th century, the Serbian Revolution established the
nation-state as the region's first constitutional monarchy, which subsequently expanded its territory. Following disastrous casualties in World War I, and the subsequent unification of the former Habsburg crownland of Vojvodina (and other territories) with Serbia, the country co-founded Yugoslavia with other South Slavic peoples, which would exist in various political formations until the Yugoslav Wars of the 1990s. During the breakup of Yugoslavia, Serbia formed a union with Montenegro, which
was peacefully dissolved in 2006. In 2008, the parliament of the province of Kosovo unilaterally declared independence, with mixed responses from the international community.",https://en.wikipedia.org/wiki/Serbia,http://cdn.countryflags.com/thumbs/serbia/flag-square-250.png,https://www.lonelyplanet.com/serbia,Serbian dinar,Belgrade,381,Europe (Southern Europe),UTC+01:00,Serbian,230 V @ 50 Hz plug C / F
Austria,"Peak periods include summer (Jun–Aug) and ski season (Dec–Mar) for Alpine areas. The Hahnenkamm ski races take place in Kitzbühel each Jan. Vienna’s Life Ball (May) is an extravagant charity gala. The Salzburg Festival (Jul–Aug) presents operas, plays and classical-music concerts.
",at,"Austria, officially the Republic of Austria (German: Republik Österreich, listen ), is a country in Central Europe comprising nine federated states. Its capital, largest city and one of nine states is Vienna. Austria has an area of 83,879 km2 (32,386 sq mi), a population of nearly nine million people and a nominal GDP of $477 billion. It is bordered by the Czech Republic and Germany to the north, Hungary and Slovakia to the east, Slovenia and Italy to the south, and Switzerland and
Liechtenstein to the west. The terrain is landlocked and highly mountainous, lying within the Alps; only 32% of the country is below 500 m (1,640 ft), and its highest point is 3,798 m (12,461 ft). The majority of the population speaks local Bavarian dialects as their native language, and German in its standard form is the country's official language. Other regional languages are Hungarian, Burgenland Croatian, and Slovene.Austria initially emerged as a margraviate around 976 and developed into a
duchy and later archduchy. In the 16th century, Austria started serving as the heart of the Habsburg Monarchy and the junior branch of the House of Habsburg – one of the most influential royal houses in history. As archduchy, it was a major component and administrative centre of the Holy Roman Empire. Following the Holy Roman Empire's dissolution, Austria founded its own empire in the 19th century, which became a great power and the leading force of the German Confederation. Subsequent to the
Austro-Prussian War and the establishment of a union with Hungary, the Austro-Hungarian Empire was created and Austria was no longer involved in the affairs of the other German States. Austria was involved in both world wars; it started the first one under Emperor Franz Joseph and was the birthplace of Adolf Hitler, who provoked the second one.",https://en.wikipedia.org/wiki/Austria,http://cdn.countryflags.com/thumbs/austria/flag-square-250.png,https://www.lonelyplanet.com/austria,Euro,Vienna,43,Europe (Western Europe),UTC+01:00,German,230 V @ 50 Hz plug C / F
Belarus,"Peak travel is Jul–Aug. Important holidays include Labor Day/International Worker’s Day (May 1), with concerts, picnics and barbecues; Victory Day (May 9), commemorating WWII victory with a veterans’ parade in Minsk; and Independence Day/Day of the Republic (Jul 3), marked with a military parade, fireworks and traditional dances.
",by,"Belarus, officially the Republic of Belarus (Belarusian: Рэспубліка Беларусь, Russian: Республика Беларусь), formerly known by its Russian name Byelorussia or Belorussia (Russian: Белоруссия), is a landlocked country in Eastern Europe bordered by Russia to the northeast, Ukraine to the south, Poland to the west, and Lithuania and Latvia to the northwest. Its capital and most populous city is Minsk. Over 40% of its 207,600 square kilometres (80,200 sq mi) is forested. Its major economic
sectors are service industries and manufacturing. Until the 20th century, different states at various times controlled the lands of modern-day Belarus, including the Principality of Polotsk (11th to 14th centuries), the Grand Duchy of Lithuania, the Polish–Lithuanian Commonwealth, and the Russian Empire.",https://en.wikipedia.org/wiki/Belarus,http://cdn.countryflags.com/thumbs/belarus/flag-square-250.png,https://www.lonelyplanet.com/belarus,"New Belarusian ruble, Old Belarusian ruble",Minsk,375,Europe (Eastern Europe),UTC+03:00,"Belarusian, Russian",220 V @ 50 Hz plug C / F
Switzerland,"Switzerland has a temperate to alpine climate. Peak travel is summer (Jun–Aug), when temperatures are generally warm. The ski season (Dec–Mar) brings heavy snowfall to the mountains. White Turf (St. Moritz, Feb) offers horse races on the frozen lake. Basel’s Fasnacht (Mar/Apr) is a vibrant carnival. Interlaken’s William Tell Festival (Jun–Sep) focuses on the Swiss folk hero. The renowned Montreux Jazz Festival (Jul) is held on the lakeshore. Swiss National Day (Aug) is a countrywide celebration.
",ch,"Switzerland, officially the Swiss Confederation, is a sovereign state situated in the confluence of western, central, and southern Europe. It is a federal republic composed of 26 cantons, with federal authorities seated in Bern. Switzerland is a landlocked country bordered by Italy to the south, France to the west, Germany to the north, and Austria and Liechtenstein to the east. It is geographically divided between the Alps, the Swiss Plateau and the Jura, spanning a total area of
41,285 km2 (15,940 sq mi), and land area of 39,997 km2 (15,443 sq mi). While the Alps occupy the greater part of the territory, the Swiss population of approximately 8.5 million is concentrated mostly on the plateau, where the largest cities are located, among them the two global cities and economic centres of Zürich and Geneva.",https://en.wikipedia.org/wiki/Switzerland,http://cdn.countryflags.com/thumbs/switzerland/flag-square-250.png,https://www.lonelyplanet.com/switzerland,Swiss franc,Bern,41,Europe (Western Europe),UTC+01:00,"German, French, Italian",230 V @ 50 Hz plug C / J
Hungary,"The warm spring and hot summer months are popular times to travel to Budapest. Jul–Aug is peak travel to the thermal baths at Lake Hévíz and the resorts of Lake Balaton. Budapest Spring Festival (Mar–Apr) features music from opera to jazz. St. Stephen's Day (Aug 20) is Hungary's national day, celebrated countrywide with firework displays. The Budapest Wine Festival (Sep) includes tastings and gastronomic events. Winters over much of the country are cool and overcast, with colder temperatures in the northern mountains.
",hu,"Hungary is a country in Central Europe. Spanning 93,030 square kilometres (35,920 sq mi) in the Carpathian Basin, it borders Slovakia to the north, Ukraine to the northeast, Austria to the northwest, Romania to the east, Serbia to the south, Croatia to the southwest, and Slovenia to the west. With about 10 million inhabitants, Hungary is a medium-sized member state of the European Union. The official language is Hungarian, which is the most widely spoken Uralic language in the world,
and among the few non-Indo-European languages to be widely spoken in Europe. Hungary's capital and largest city is Budapest; other major urban areas include Debrecen, Szeged, Miskolc, Pécs and Győr.",https://en.wikipedia.org/wiki/Hungary,http://cdn.countryflags.com/thumbs/hungary/flag-square-250.png,https://www.lonelyplanet.com/hungary,Hungarian forint,Budapest,36,Europe (Eastern Europe),UTC+01:00,Hungarian,230 V @ 50 Hz plug C / F
Sweden,"Sweden’s climate, with distinct seasons, ranges from temperate in the south to subarctic in the north. May–Aug, with mild weather, is the peak travel period. In the capital, the Stockholms Kulturfestival (Aug) offers music, dance and theater. The huge Malmö festival (Aug) also has music, plus food and fireworks. In the north, Dec–Mar is freezing, with skiing and the Northern Lights. The Gothenburg Film Festival (Jan–Feb) focuses on Nordic films. Jokkmokk’s winter market (Feb) features Sami handicrafts and reindeer races.
",se,"Sweden, officially the Kingdom of Sweden (Swedish: Konungariket Sverige [²koːnɵŋaˌriːkɛt ¹sværjɛ] (listen)), is a country in Northern Europe. It borders Norway to the west and north and Finland to the east, and is connected to Denmark in the southwest by a bridge-tunnel across the Öresund Strait. At 450,295 square kilometres (173,860 sq mi), Sweden is the largest country in Northern Europe, the third-largest country in the European Union and the fifth largest country in Europe by area.
The capital city is Stockholm. Sweden has a total population of 10.3 million of which 2.5 million have a foreign background. It has a low population density of 22 inhabitants per square kilometre (57/sq mi) and the highest urban concentration is in the central and southern half of the country.",https://en.wikipedia.org/wiki/Sweden,http://cdn.countryflags.com/thumbs/sweden/flag-square-250.png,https://www.lonelyplanet.com/sweden,Swedish krona,Stockholm,46,Europe (Northern Europe),UTC+01:00,Swedish,230 V @ 50 Hz plug C / F
Portugal,"Peak travel is spring and summer (Apr–Aug), when the weather is warm almost everywhere. Midsummer (Jul–Aug) is hot and dry. Lively Jun festivities are a feature of several places, and are often centred on the feast day of the local patron saint. They include Santo António (Lisbon), São João (Porto) and the Sanjoaninas (Azores). Coimbra's Festival das Artes (Jul) is a arts festival staged primarily outdoors. Winters (Dec–Feb) are largely mild and rainy, getting colder in the interior.
",pt,"Portugal, officially the Portuguese Republic (Portuguese: República Portuguesa [ʁɛˈpuβlikɐ puɾtuˈɣezɐ]), is a country located mostly on the Iberian Peninsula in southwestern Europe. It is the westernmost sovereign state of mainland Europe, being bordered to the west and south by the Atlantic Ocean and to the north and east by Spain. Its territory also includes the Atlantic archipelagos of the Azores and Madeira, both autonomous regions with their own regional
governments.",https://en.wikipedia.org/wiki/Portugal,http://cdn.countryflags.com/thumbs/portugal/flag-square-250.png,https://www.lonelyplanet.com/portugal,Euro,Lisbon,351,Europe (Southern Europe),"UTC-01:00, UTC",Portuguese,230 V @ 50 Hz plug C / F
Greece,"Greece has a Mediterranean climate with hot, dry weather May–Sep, the peak travel period. Holy Week and Easter (Mar/Apr, dates vary) is a key national religious celebration, with church services, candlelit processions and fireworks. Numerous cultural events spanning May–Sep include the Athens and Epidaurus Festival (dates vary) with Ancient Greek drama, classical music and more. In Jul–Aug, many of the Aegean & Ionian islands get packed and have a party atmosphere. Nov–Apr is a quiet time of year, with mild to cool weather.
",gr,"Greece, officially the Hellenic Republic (Greek: Ελληνική Δημοκρατία), also known as Hellas (Greek: Ελλάς), is a country located in Southeast Europe. Its population is approximately 10.7 million as of 2018; Athens is the nation's capital and largest city, followed by Thessaloniki.",https://en.wikipedia.org/wiki/Greece,http://cdn.countryflags.com/thumbs/greece/flag-square-250.png,https://www.lonelyplanet.com/greece,Euro,Athens,30,Europe (Southern Europe),UTC+02:00,Greek (modern),230 V @ 50 Hz plug C / F
Belgium,"Peak season is in summer (Jun–Aug), which brings warm weather and festivals such as Brussels’ medieval Ommegang Festival (Jul) and Boom’s Tomorrowland Music Festival (Jul), a major electronic-music event. Dec, when outdoor Christmas markets and ice rinks open in Brussels and other towns, is also a popular time to visit, though the weather can be quite cold. The Tour of Flanders cycling race takes place each spring (Apr).
",be,"Belgium, officially the Kingdom of Belgium, is a sovereign state in Western Europe. It is bordered by the Netherlands to the north, Germany to the east, Luxembourg to the southeast, France to the southwest, and the North Sea to the northwest. It covers an area of 30,688 km2 (11,849 sq mi) and has a population of more than 11.4 million. The capital and largest city is Brussels; other major cities are Antwerp, Ghent, Charleroi and Liège.",https://en.wikipedia.org/wiki/Belgium,http://cdn.countryflags.com/thumbs/belgium/flag-square-250.png,https://www.lonelyplanet.com/belgium,Euro,Brussels,32,Europe (Western Europe),UTC+01:00,"Dutch, French, German",230 V @ 50 Hz plug C / E
Netherlands,"The Netherlands has a moderate marine climate with mild summers and winter, plus frequent showers. Most people visit from Mar–Aug. For tulip viewing, the flower bulbs bloom from Mar–May, reaching peak color mid-Apr–early May. Koningsdag (King’s Day) is a national holiday celebrated on Apr 27 with orange outfits and nationwide flea markets.
",nl,"The Netherlands, sometimes informally called Holland, is a country located in Northwestern Europe with some overseas territories in the Caribbean. In Europe, it consists of 12 provinces that border Germany to the east, Belgium to the south, and the North Sea to the northwest, with maritime borders in the North Sea with those countries and the United Kingdom. Together with three island territories in the Caribbean Sea—Bonaire, Sint Eustatius and Saba—it forms a constituent country of
the Kingdom of the Netherlands. The official language is Dutch, but a secondary official language in the province of Friesland is West Frisian. In the northern parts of the country, Low German is also spoken.",https://en.wikipedia.org/wiki/Netherlands,http://cdn.countryflags.com/thumbs/netherlands/flag-square-250.png,https://www.lonelyplanet.com/the-netherlands,Euro,Amsterdam,31,Europe (Western Europe),"UTC-04:00, UTC+01:00",Dutch,230 V @ 50 Hz plug C / F
Romania,"The warm summer (Jun–Aug) is a popular time to visit. Orthodox Easter (varies Apr/May) is observed nationwide. The Hora de la Prislop festival (Prislop, Aug) involves folk music and dance. The George Enescu Festival (Bucharest, Sep) is a classical music festival usually staged every 2 years in odd-numbered years, and which attracts major European orchestras and soloists. Winter (Dec–Feb) is cold and, in much of Romania, snowy. Ski season in Carpathian mountain resorts is Dec–Mar.
",ro,"Romania is a country located at the crossroads of Central, Eastern, and Southeastern Europe. It borders the Black Sea to the southeast, Bulgaria to the south, Ukraine to the north, Hungary to the west, Serbia to the southwest, and Moldova to the east. It has a predominantly temperate-continental climate. With a total area of 238,397 square kilometres (92,046 sq mi), Romania is the 12th largest country and also the 7th most populous member state of the European Union, having almost 20
million inhabitants. Its capital and largest city is Bucharest, and other major urban areas include Cluj-Napoca, Timișoara, Iași, Constanța, Craiova, and Brașov.",https://en.wikipedia.org/wiki/Romania,http://cdn.countryflags.com/thumbs/romania/flag-square-250.png,https://www.lonelyplanet.com/romania,Romanian leu,Bucharest,40,Europe (Eastern Europe),UTC+02:00,Romanian,230 V @ 50 Hz plug C / F
Poland,"Peak periods include summer (Jun–Aug) and ski season in the mountains (mid-Dec–Apr). Key events include the Jewish Culture Festival (Kraków, Jun/Jul), Summer Jazz Festival (Kraków, Jul), and the International Chopin Piano Competition (Aug), held every 5 years in the renowned composer’s hometown of Warsaw. Poland has a continental, 4-season climate with warm summers and cold winters, with snow in mountain areas.

",pl,"Poland, officially the Republic of Poland (Polish: Rzeczpospolita Polska [ʐɛt͡ʂpɔˈspɔlita ˈpɔlska] (listen)), is a country located in Central Europe. It is divided into 16 administrative subdivisions, covering an area of 312,696 square kilometres (120,733 sq mi), and has a largely temperate seasonal climate. With a population of approximately 38.5 million people, Poland is the sixth most populous member state of the European Union. Poland's capital and largest metropolis is Warsaw. Other
major cities include Kraków, Łódź, Wrocław, Poznań, Gdańsk, and Szczecin.",https://en.wikipedia.org/wiki/Poland,http://cdn.countryflags.com/thumbs/poland/flag-square-250.png,https://www.lonelyplanet.com/poland,Polish złoty,Warsaw,48,Europe (Eastern Europe),UTC+01:00,Polish,230 V @ 50 Hz plug C / E
Ukraine,"Many places, including Kiev and Lviv, are popular May–Sep, when the weather's generally warm. Jul–Aug is beach season beside the Black Sea, including in Odessa. Orthodox Christmas (Jan 7) is a major family holiday nationwide. Entries to the Odessa International Film Festival (Jul) include movies from all over the world. Kiev also has a major film festival, known as ""Molodist"" (Oct). Winter (Dec–Feb) is cold and snowy almost everywhere.
",ua,"Ukraine, sometimes called the Ukraine, is a country in Eastern Europe. Excluding Crimea, Ukraine has a population of about 42 million, making it the 32nd most populous country in the world. Its capital and largest city is Kiev. Ukrainian is the official language and its alphabet is Cyrillic. The dominant religion in the country is Eastern Orthodoxy. Ukraine is currently in a territorial dispute with Russia over the Crimean Peninsula, which Russia annexed in 2014. Including Crimea,
Ukraine has an area of 603,628 km2 (233,062 sq mi), making it the largest country entirely within Europe and the 46th largest country in the world.",https://en.wikipedia.org/wiki/Ukraine,http://cdn.countryflags.com/thumbs/ukraine/flag-square-250.png,https://www.lonelyplanet.com/ukraine,Ukrainian hryvnia,Kiev,380,Europe (Eastern Europe),UTC+02:00,Ukrainian,230 V @ 50 Hz plug C / F
Spain,"Climate varies by region. Key holidays include Carnival in Cádiz (Feb/Mar), Semana Santa (Holy Week, Mar/Apr), and Las Fallas (Mar), Valencia’s raucous street party. Peak season is summer (Jun–Aug), when weather is hot and dry, especially in inland cities such as Madrid, and humid in coastal areas. Buñol’s epic Tomatina food fight takes place each Aug, and Pamplona’s legendary Running of the Bulls happens in Jul. Winters are mild in southern Spain, and much colder in central/northern regions. Peak ski season is Nov–Feb.
",es,"Spain, officially the Kingdom of Spain (Spanish: Reino de España), is a European country located in Southwestern Europe with some pockets of Spanish territory across the Strait of Gibraltar and the Atlantic Ocean. Its continental European territory is situated on the Iberian Peninsula. Its territory also includes two archipelagoes: the Canary Islands off the coast of Africa, and the Balearic Islands in the Mediterranean Sea. The African enclaves of Ceuta, Melilla, and Peñón de Vélez de la
Gomera make Spain the only European country to have a physical border with an African country (Morocco). Several small islands in the Alboran Sea are also part of Spanish territory. The country's mainland is bordered to the south and east by the Mediterranean Sea except for a small land boundary with Gibraltar; to the north and northeast by France, Andorra, and the Bay of Biscay; and to the west and northwest by Portugal and the Atlantic
Ocean.",https://en.wikipedia.org/wiki/Spain,http://cdn.countryflags.com/thumbs/spain/flag-square-250.png,https://www.lonelyplanet.com/spain,Euro,Madrid,34,Europe (Southern Europe),"UTC, UTC+01:00",Spanish,230 V @ 50 Hz plug C / F
Italy,"Most visitors arrive in summer (Jun–Sep), though cities tend to empty in Aug when shops and restaurants may be closed. Ski season in the Alps and Dolomites typically runs from Dec–Apr. Major holidays include New Year’s Day (Jan 1), Epiphany (Jan 6), Easter weekend (dates vary), Ferragosto/Assumption (Aug 15), Christmas (Dec 25) and Santo Stefano (Dec 26). The biggest Carnival celebrations (Feb or Mar) are in Venice and Viareggio.
",it,"Italy, officially the Italian Republic (Italian: Repubblica Italiana [reˈpubblika itaˈljaːna]),  is a European country consisting of a peninsula delimited by the Alps and surrounded by several islands. Italy is located in Southern Europe, and it is sometimes considered as part of Western Europe. The country covers a total area of 301,340 km2 (116,350 sq mi) and shares land borders with France, Switzerland, Austria, Slovenia, and the enclaved microstates of Vatican City and San Marino.
Italy has a territorial exclave in Switzerland (Campione) and a maritime exclave in the Tunisian Sea (Lampedusa). With around 60 million inhabitants, Italy is the fourth-most populous member state of the European Union.",https://en.wikipedia.org/wiki/Italy,http://cdn.countryflags.com/thumbs/italy/flag-square-250.png,https://www.lonelyplanet.com/italy,Euro,Rome,39,Europe (Southern Europe),UTC+01:00,Italian,230 V @ 50 Hz plug C / F / L
IsleofMan,"Peak travel is summer (May–Aug), when hiking, sea kayaking and pony trekking are popular activities. The island is busiest during the TT Races (May–Jun), when motorcycle enthusiasts gather to watch a famous series of road races. The climate is temperate and rainy with cool summers and mild, wet winters.
",im,"The Isle of Man, sometimes referred to simply as Mann , is a self-governing British Crown dependency in the Irish Sea between Great Britain and Ireland. The head of state, Queen Elizabeth II, holds the title of Lord of Mann and is represented by a lieutenant governor. Defence is the responsibility of the United Kingdom.",https://en.wikipedia.org/wiki/Isle_of_Man,http://mycolumbus.xyz/bot-images/flags/isle-of-man.png,https://www.lonelyplanet.com/england/northwest-england/isle-of-man,"British pound, Manx pound",Douglas,44,Europe (Northern Europe),UTC+00:00,"English, Manx",230 V @ 50 Hz plug C / G
Germany,"Peak travel season is May–Sep, with beach season Jul–Aug. Fall and spring can be rainy. Carnival/Fassnacht typically takes place in Feb. Many Volksfests are celebrated in the spring and summer, with dates varying by city. Hiking season is in the summer and fall. The popular Oktoberfest festivals occur Sep–Oct and traditional Christmas markets are held in Dec. Skiing season is Dec–Mar.
",de,"Germany, officially the Federal Republic of Germany (German: Bundesrepublik Deutschland, listen ) is a country in Central and Western Europe, lying between the Baltic and North Seas to the north and the Alps, Lake Constance and the High Rhine to the south. It borders Denmark to the north, Poland and the Czech Republic to the east, Austria and Switzerland to the south, France to the southwest, and Luxembourg, Belgium and the Netherlands to the
west.",https://en.wikipedia.org/wiki/Germany,http://cdn.countryflags.com/thumbs/germany/flag-square-250.png,https://www.lonelyplanet.com/germany,Euro,Berlin,49,Europe (Western Europe),UTC+01:00,German,230 V @ 50 Hz plug C / F
Russia,"Summers (Jun–Aug) are mostly mild, including at Lake Baikal. St. Petersburg is bustling for White Nights (Jun–Jul), a midsummer arts and music festival. Jul–Aug is beach season in Black Sea resorts including Sochi. Winters (Dec–Mar) are mostly cold and snowy, with skiing in the Caucasus Jan–Mar. Moscow's Winter Festival (Dec–Jan) has open-air skating in Gorky Park. Observed Orthodox Christian festivals include Christmas (Jan 7) and Easter (varies Apr/May). Victory Day (Moscow, May 9) features a military parade in Red Square.
",ru,"Russia, is a transcontinental country in Eastern Europe and North Asia. At 17,125,200 square kilometres (6,612,100 sq mi), Russia is, by a considerable margin, the largest country in the world by area, covering more than one-eighth of the Earth's inhabited land area, and the ninth most populous, with about 146.79 million people as of 2019, including Crimea. About 77% of the population live in the western, European part of the country. Russia's capital, Moscow, is one of the largest
cities in the world and the second largest city in Europe; other major cities include Saint Petersburg, Novosibirsk, Yekaterinburg and Nizhny Novgorod. Extending across the entirety of Northern Asia and much of Eastern Europe, Russia spans eleven time zones and incorporates a wide range of environments and landforms. From northwest to southeast, Russia shares land borders with Norway, Finland, Estonia, Latvia, Lithuania and Poland (both with Kaliningrad Oblast), Belarus, Ukraine, Georgia,
Azerbaijan, Kazakhstan, China, Mongolia and North Korea. It shares maritime borders with Japan by the Sea of Okhotsk and the U.S. state of Alaska across the Bering Strait. However, Russia recognises two more countries that border it, Abkhazia and South Ossetia, both of which are internationally recognized as parts of Georgia.",https://en.wikipedia.org/wiki/Russia,http://cdn.countryflags.com/thumbs/russia/flag-square-250.png,https://www.lonelyplanet.com/russia,Russian ruble,Moscow,7,Europe (Eastern Europe),"UTC+03:00, UTC+04:00, UTC+06:00, UTC+07:00, UTC+08:00, UTC+09:00, UTC+10:00, UTC+11:00, UTC+12:00",Russian,220 V @ 50 Hz plug C / F
France,"Many travelers visit in spring (Apr–late-Jun) or summer (late-Jun–Aug). Weather varies by region but is generally temperate. In Aug, many shops and restaurants close as locals head to the countryside or beach. Mountain areas receive winter snow, and northern regions can be rainy throughout the year. Along the Mediterranean, winters are mild and summers dry and hot. Major events include the Cannes Film Festival (May), the Tour de France cycling race (Jul) and the national Bastille Day celebration (Jul).
",fr,"France, officially the French Republic (French: République française, pronounced [ʁepyblik fʁɑ̃sɛːz] (listen)), is a country whose territory consists of metropolitan France in Western Europe and several overseas regions and territories. The metropolitan area of France extends from the Mediterranean Sea to the English Channel and the North Sea, and from the Rhine to the Atlantic Ocean. It is bordered by Belgium, Luxembourg and (Germany) to the northeast, Switzerland and Italy to the east,
and Andorra and Spain to the south. The overseas territories include French Guiana in South America and several islands in the Atlantic, Pacific and Indian oceans. The country's 18 integral regions (five of which are situated overseas) span a combined area of 643,801 square kilometres (248,573 sq mi) and a total population of 67.02 million (as of July 2019). France is a unitary semi-presidential republic with its capital in Paris, the country's largest city and main cultural and commercial
centre. Other major urban areas include Lyon, Marseille, Toulouse, Bordeaux, Lille and Nice.",https://en.wikipedia.org/wiki/France,http://cdn.countryflags.com/thumbs/france/flag-square-250.png,https://www.lonelyplanet.com/france,Euro,Paris,33,Europe (Western Europe),"UTC-10:00, UTC-09:30, UTC-09:00, UTC-08:00, UTC-04:00, UTC-03:00, UTC+01:00, UTC+03:00, UTC+04:00, UTC+05:00, UTC+11:00, UTC+12:00",French,230 V @ 50 Hz plug C / E
CzechRepublic,"Most visitors come from Apr–Oct, with peak season in the summer (Jul–Aug). Easter (Mar/Apr), Christmas (Dec 25) and New Year’s Eve (Dec 31) are major holidays, and key events include Prague Spring (May–Jun), an international showcase for classical music and traditional dance.
",cz,"The Czech Republic, is a country in Central Europe bordered by Germany to the west, Austria to the south, Slovakia to the east, and Poland to the northeast. The Czech Republic is a landlocked country with a hilly landscape that covers an area of 78,866 square kilometers (30,450 sq mi) with a mostly temperate continental climate and oceanic climate. It is a unitary parliamentary republic, with
10.6 million inhabitants. Its capital and largest city is Prague, with 1.3 million residents; other major cities are Brno, Ostrava, Olomouc and Pilsen.",https://en.wikipedia.org/wiki/Czech_Republic,http://cdn.countryflags.com/thumbs/czech-republic/flag-square-250.png,https://www.lonelyplanet.com/czech-republic,Czech koruna,Prague,420,Europe (Eastern Europe),UTC+01:00,"Czech, Slovak",230 V @ 50 Hz plug C / E / F
BosniaandHerzegovina,"Bosnia has a 4-season climate in its mountainous central and northern regions. The climate is generally warmer and drier in the south. The warm summer months (May–Aug) are a popular time for travel. The Baščaršija Nights Festival (Jul) is an arts and music festival staged in Sarajevo. Beach season at Neum, on the Adriatic coast, is Jul–Aug. Ski season in Sarajevo and the Dinaric Alps is Dec–Jan.
",ba,"Bosnia and Herzegovina, abbreviated BiH or B&H, sometimes called Bosnia–Herzegovina and often known informally as Bosnia, is a country in Southeastern Europe, located within the Balkan Peninsula. Sarajevo is the capital and largest city.",https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina,http://cdn.countryflags.com/thumbs/bosnia-and-herzegovina/flag-square-250.png,https://www.lonelyplanet.com/bosnia-and-hercegovina,Bosnia and Herzegovina convertible mark,Sarajevo,387,Europe (Southern Europe),UTC+01:00,"Bosnian, Croatian, Serbian",230 V @ 50 Hz plug C / F
